"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"47635099999","2024-01-01T00:00:00","35.255","136.924444","15.84","NAGOYA, JA","FM-15","4","29.83","41","48","","","","","76","FEW:02 20 SCT:04 40 BKN:07 120","","","6.21","","320","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET096METAR RJNA 311500Z 32009KT 9999 FEW020 SCT040 BKN120 09/05 Q1010 RMK 1CU020 3SC040 5AC120 A2983=","","","","","","","","","",""
"47635099999","2024-01-01T00:50:00","35.255","136.924444","15.84","NAGOYA, JA","FM-16","4","29.85","39","48","","","","","71","FEW:02 15 SCT:04 120","","","6.21","","320","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET082SPECI RJNA 311550Z 32012KT 9999 FEW015 SCT120 09/04 Q1011 RMK 1CU015 3AC120 A2987=","","","","","","","","","",""
"47635099999","2024-01-01T01:00:00","35.255","136.924444","15.84","NAGOYA, JA","FM-15","4","29.85","39","48","","","","","71","FEW:02 15","","","6.21","","320","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET082METAR RJNA 311600Z 32015KT 9999 FEW015 09/04 Q1011 RMK 1CU015 A2987 MAX WIND 20KT=","","","","","","","","","",""
"47635099999","2024-01-01T02:00:00","35.255","136.924444","15.84","NAGOYA, JA","FM-15","4","29.91","37","48","","","","","66","FEW:02 15","","","6.21","","320","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET082METAR RJNA 311700Z 32013KT 9999 FEW015 09/03 Q1013 RMK 1CU015 A2992 MAX WIND 20KT=","","","","","","","","","",""
"47635099999","2024-01-01T03:00:00","35.255","136.924444","15.84","NAGOYA, JA","FM-15","4","29.94","36","48","","","","","62","FEW:02 30","","","6.21","","310","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET068METAR RJNA 311800Z 31014KT 9999 FEW030 09/02 Q1014 RMK 1CU030 A2995=","","","","","","","","","",""
"47635099999","2024-01-01T04:00:00","35.255","136.924444","15.84","NAGOYA, JA","FM-15","4","29.97","37","43","","","","","81","FEW:02 30","","","6.21","","VRB","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET068METAR RJNA 311900Z VRB02KT 9999 FEW030 06/03 Q1015 RMK 1CU030 A2998=","","","","","","","","","",""
"47635099999","2024-01-01T05:00:00","35.255","136.924444","15.84","NAGOYA, JA","FM-15","4","30.00","37","43","","","","","81","FEW:02 30","","","6.21","","330","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET068METAR RJNA 312000Z 33003KT 9999 FEW030 06/03 Q1016 RMK 1CU030 A3002=","","","","","","","","","",""
"47635099999","2024-01-01T06:00:00","35.255","136.924444","15.84","NAGOYA, JA","FM-15","4","30.03","36","43","","","","","76","FEW:02 30","","","6.21","","330","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET079METAR RJNA 312100Z 33009KT 9999 FEW030 06/02 Q1017 RMK 1CU030 A3006 12/04 R004=","","","","","","","","","",""
"47635099999","2024-01-01T07:00:00","35.255","136.924444","15.84","NAGOYA, JA","FM-15","4","30.06","36","39","","","","","87","FEW:02 30","","","6.21","","090","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET068METAR RJNA 312200Z 09003KT 9999 FEW030 04/02 Q1018 RMK 1CU030 A3008=","","","","","","","","","",""
"47635099999","2024-01-01T08:00:00","35.255","136.924444","15.84","NAGOYA, JA","FM-15","4","30.12","34","45","","","","","66","FEW:02 30","","","6.21","","310","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET068METAR RJNA 312300Z 31009KT 9999 FEW030 07/01 Q1020 RMK 1CU030 A3013=","","","","","","","","","",""
