"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"98851041231","2006-01-01T02:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","74","76","","||HZ","+0.04","8","91","FEW:01 18","29.79","29.36","12.43","75","310","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN088AAXX  31181 98851 31470 13102 10247 20232 39941 40089 58013 70544 81101 333 56999 81818;","","","","","","","","","",""
"98851041231","2006-01-01T05:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","73","76","","||HZ","+0.00","5","91","FEW:01 18","29.79","29.36","12.43","74","310","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN088AAXX  31211 98851 31470 23101 10242 20226 39941 40089 55000 70544 81101 333 56999 81818;","","","","","","","","","",""
"98851041231","2006-01-01T08:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","79","84","","","-0.04","3","84","FEW:01 18","29.83","","12.43","","040","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN088AAXX  01001 98851 32470 10403 10288 20259 40103 53014 81101 333 20226 56999 58004 81818;","","","","","","","","","",""
"98851041231","2006-01-01T11:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","76","89","","","-0.02","1","66","FEW:02 18","29.82","","12.43","","040","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  01031 98851 32470 20405 10316 20245 40097 51006 82101 333 56199 82818;","","","","","","","","","",""
"98851041231","2006-01-01T14:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","79","91","","","+0.09","7","66","FEW:02 18","29.73","","12.43","","040","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  01061 98851 32470 40403 10330 20259 40068 57029 82101 333 56199 82818;","","","","","","","","","",""
"98851041231","2006-01-01T17:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","76","88","","","+0.02","5","66","FEW:01 18","29.71","","12.43","","180","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  01091 98851 32470 11801 10313 20243 40062 55006 81101 333 56999 81818;","","","","","","","","","",""
"98851041231","2006-01-01T20:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","74","79","","||TS","-0.08","2","85","FEW:01 18","29.79","29.35","12.43","76","310","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  01121 98851 31470 23102 10260 20233 39940 40088 52026 71700 81901 333 10335 56999 59010 81918;","","","","","","","","","",""
"98851041231","2006-01-01T23:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","73","77","","","-0.03","1","88","FEW:01 18","29.82","29.38","12.43","74","310","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  01151 98851 32470 23103 10251 20230 39949 40097 51009 81201 333 56999 81818;","","","","","","","","","",""
"98851041231","2006-01-01T23:59:00","14.8","120.26667","18.3","CUBI POINT NF, RP","SOD  ","O","","","","","","","","","","","","","","","","","0549","1736","","","","","","","","","","","","","","","","","","","","TS HZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98851041231","2006-01-02T02:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","73","76","","","+0.03","8","90","FEW:01 18","29.78","29.35","12.43","74","310","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN088AAXX  01181 98851 31470 23102 10243 20226 39939 40086 58010 71300 81901 333 56999 81918;","","","","","","","","","",""
"98851041231","2006-01-02T05:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","71","73","","","","","92","FEW:01 18","29.79","29.35","12.43","72","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  01211 98851 32470 40000 10229 20216 39940 40088 81171 333 56999 81818 83358;","","","","","","","","","",""
"98851041231","2006-01-02T08:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","74","77","","||SHRA","-0.06","3","92","FEW:02 18 SCT:04 79 BKN:06 246","29.85","29.41","12.43","75","320","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN134AAXX  02001 98851 11470 73203 10250 20236 39960 40110 53020 69944 78061 82978 333 20218 56999 58005 70004 82918 84358 86275 555 20004;","","","","","","","","","",""
"98851041231","2006-01-02T11:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","76","84","","","+0.04","8","79","FEW:02 18","29.81","29.37","12.43","78","040","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN100AAXX  02031 98851 21470 70403 10287 20246 39945 40094 58015 70282 82270 333 56999 69927 82818 87358;","","","","","","","","","",""
"98851041231","2006-01-02T14:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","78","88","","","+0.08","7","72","FEW:02 18 FEW:01 20","29.72","29.29","12.43","81","040","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN106AAXX  02061 98851 11470 60405 10312 20255 39918 40066 57027 69921 71582 83970 333 56999 81920 82818 86358;","","","","","","","","","",""
"98851041231","2006-01-02T17:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","77","84","","","-0.01","3","80","FEW:01 18","29.73","","12.43","","040","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN088AAXX  02091 98851 31470 80405 10290 20251 40068 53002 71522 8297/ 333 56999 81918 88358;","","","","","","","","","",""
"98851041231","2006-01-02T20:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","76","80","","","-0.06","3","88","FEW:01 18","29.79","","12.43","","040","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN094AAXX  02121 98851 32470 60402 10268 20247 40089 53021 81271 333 10316 56999 58001 81818 85358;","","","","","","","","","",""
"98851041231","2006-01-03T02:00:00","14.8","120.26667","18.3","CUBI POINT NF, RP","FM-12","4","","74","76","","","+0.03","8","91","FEW:01 18","29.76","29.32","12.43","75","310","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  02181 98851 32470 23103 10246 20231 39930 40078 58009 81101 333 56999 81818;","","","","","","","","","",""
