"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"67205099999","2005-04-08T05:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","73","75","","","","9","92","","29.84","","18.64","","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  08033 67205 42580 40000 10240 20226 40105 82201 333 58007;","","","","","","","","","",""
"67205099999","2005-04-08T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","72","91","","","","9","52","","29.86","","18.64","","090","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  08123 67205 32580 20914 10330 20220 40111 82100 333 59005;","","","","","","","","","",""
"67205099999","2005-04-10T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","68","79","","","","9","69","CLR:00","29.93","","18.64","","170","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN086AAXX  10063 67205 32980 01715 10261 20200 40134 333 20220 50500 55108 59006 555 10000;","","","","","","","","","",""
"67205099999","2005-04-11T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","72","90","","","","9","56","","29.84","","18.64","","130","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  11123 67205 32580 51313 10320 20223 40104 83230 333 59005;","","","","","","","","","",""
"67205099999","2005-04-13T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","76","78","","","","9","94","","29.94","","18.64","","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  13063 67205 32580 50000 10256 20246 40138 85900 333 20246 50430 55018 58008 555 10000;","","","","","","","","","",""
"67205099999","2005-04-13T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","80","83","","||TS","","9","89","","29.94","","18.64","","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN076AAXX  13123 67205 11580 60000 10285 20265 40139 60181 71700 86900 333 58020;","","","","","","","","","",""
"67205099999","2005-05-27T05:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","67","71","","","","9","88","","29.98","","18.64","","200","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  27033 67205 42580 32004 10215 20195 40154 82230 333 58000;","","","","","","","","","",""
"67205099999","2005-05-28T05:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","67","70","","","","9","92","CLR:00","29.96","","18.64","","210","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN058AAXX  28033 67205 42980 02104 10210 20196 40147 333 59007;","","","","","","","","","",""
"67205099999","2005-05-31T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","","","","","","9","","","30.06","","18.64","","180","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  31063 67205 32580 11803 10/// 20237 40180 81200 333 20223 50730 55101 58011 555 10000;","","","","","","","","","",""
"67205099999","2005-06-06T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","71","86","","","","9","61","","29.95","","18.64","","100","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  06123 67205 32580 31014 10298 20216 40142 83200 333 58009;","","","","","","","","","",""
"67205099999","2005-06-07T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","72","78","","","","9","82","","29.95","","18.64","","130","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  07063 67205 32580 11309 10254 20220 40141 81200 333 20205 50460 55098 58002 555 10000;","","","","","","","","","",""
"67205099999","2005-06-08T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","68","86","","","","9","54","","30.05","","18.64","","100","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  08123 67205 32580 21014 10300 20198 40177 82200 333 58023;","","","","","","","","","",""
"67205099999","2005-06-09T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","71","86","","","","9","60","","29.96","","18.64","","120","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  09123 67205 32580 21215 10300 20214 40145 82200 333 59008;","","","","","","","","","",""
"67205099999","2005-06-10T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","74","81","","","","9","78","","30.03","","18.64","","170","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  10063 67205 32580 11704 10275 20234 40169 81100 333 20216 50490 55101 59009 555 10000;","","","","","","","","","",""
"67205099999","2005-06-11T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","62","86","","","","9","44","","29.94","","18.64","","130","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  11123 67205 32580 21314 10300 20165 40140 82200 333 58016;","","","","","","","","","",""
"67205099999","2005-06-12T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","65","75","","","","9","71","","30.09","","18.64","","180","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  12063 67205 32580 11815 10238 20182 40188 81200 333 20079 50410 55087 59005 555 10000;","","","","","","","","","",""
"67205099999","2005-06-14T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","71","79","","","","9","77","","30.06","","18.64","","160","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  14063 67205 32580 31607 10260 20217 40180 82230 333 20208 50600 55000 58001 555 10000;","","","","","","","","","",""
"67205099999","2005-06-15T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","74","78","","","","9","87","","30.09","","18.64","","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  15063 67205 32580 20000 10257 20234 40189 82200 333 20200 50220 55092 58009 555 10000;","","","","","","","","","",""
"67205099999","2005-06-16T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","72","77","","","","9","84","","30.09","","18.64","","230","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  16063 67205 32580 12306 10251 20222 40190 81200 333 20202 50410 55097 58001 555 10000;","","","","","","","","","",""
"67205099999","2005-06-16T20:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","72","74","","","","9","93","CLR:00","30.08","","18.64","","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  16183 67205 32980 00000 10236 20224 40187 333 10305 58002;","","","","","","","","","",""
"67205099999","2005-06-17T05:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","69","71","","","","9","95","","30.06","","18.64","","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  17033 67205 42580 20000 10217 20208 40180 82200 333 58001;","","","","","","","","","",""
"67205099999","2005-06-17T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","74","78","","","","9","87","","30.09","","18.64","","170","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  17063 67205 32580 21710 10255 20232 40189 82200 333 20211 50430 55101 59001 555 10000;","","","","","","","","","",""
"67205099999","2005-06-18T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","51","77","","","","9","41","","30.12","","18.64","","170","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  18063 67205 32980 21711 10249 20108 40200 82030 333 20200 50360 55090 58011 555 10000;","","","","","","","","","",""
"67205099999","2005-06-18T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","67","83","","","","9","57","","30.06","","18.64","","080","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  18123 67205 32580 30810 10285 20193 40178 82230 333 58004;","","","","","","","","","",""
"67205099999","2005-06-19T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","69","78","","","","9","75","","30.10","","18.64","","180","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  19063 67205 32580 61814 10255 20207 40192 82250 333 20200 50470 55091 59008 555 10000;","","","","","","","","","",""
"67205099999","2005-06-20T05:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","67","69","","","","9","95","","30.06","","18.64","","210","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  20033 67205 42580 22104 10204 20196 40178 82200 333 59004;","","","","","","","","","",""
"67205099999","2005-06-20T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","69","81","","","","9","68","","30.08","","18.64","","200","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  20063 67205 32580 12010 10270 20207 40187 81200 333 20196 50750 55099 59007 555 10000;","","","","","","","","","",""
"67205099999","2005-06-23T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","69","78","","","","9","75","","30.10","","18.64","","180","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  23063 67205 32580 61814 10255 20207 40192 82250 333 20200 50470 55091 59008 555 10000;","","","","","","","","","",""
"67205099999","2005-06-23T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","65","85","","","","9","50","","30.09","","18.64","","170","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  23123 67205 32580 21715 10296 20182 40189 82200 333 58010;","","","","","","","","","",""
"67205099999","2005-06-24T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","69","76","","","","9","79","","30.07","","18.64","","180","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  24063 67205 32580 41807 10245 20207 40183 82230 333 20204 50430 55103 59016 555 10000;","","","","","","","","","",""
"67205099999","2005-06-24T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","68","70","","","","9","93","","30.03","","18.64","","150","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  24123 67205 32580 31512 10213 20202 40169 83200 333 59020;","","","","","","","","","",""
"67205099999","2005-06-25T05:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","67","69","","","","9","93","","30.06","","18.64","","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  25033 67205 42580 30000 10208 20196 40178 83200 333 59002;","","","","","","","","","",""
"67205099999","2005-06-25T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","70","77","","","","9","78","","30.09","","18.64","","160","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  25063 67205 32580 21608 10250 20209 40189 82200 333 20205 50530 55090 58006 555 10000;","","","","","","","","","",""
"67205099999","2005-06-26T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","71","79","","","","9","77","","30.09","","18.64","","160","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN104AAXX  26063 67205 12580 51607 10260 20217 40191 60014 83230 333 20210 50400 55093 58002 555 00011 10000;","","","","","","","","","",""
"67205099999","2005-06-26T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","68","85","","","","9","57","","30.06","","18.64","","090","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  26123 67205 32580 40913 10296 20201 40179 84200 333 58002;","","","","","","","","","",""
"67205099999","2005-06-28T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","68","73","","","","9","83","","30.06","","18.64","","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  28063 67205 32580 80000 10230 20200 40179 8427/ 333 20209 50690 55090 59021 555 10000;","","","","","","","","","",""
"67205099999","2005-06-28T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","75","81","","","","9","82","","30.03","","18.64","","110","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN070AAXX  28123 67205 12580 71107 10274 20241 40169 60011 8427/ 333 59008;","","","","","","","","","",""
"67205099999","2005-06-29T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","67","75","","","","9","75","","30.09","","18.64","","210","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN104AAXX  29063 67205 12580 42109 10240 20193 40190 60054 82230 333 20212 50610 55011 58011 555 00049 10000;","","","","","","","","","",""
"67205099999","2005-06-29T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","65","85","","","","9","51","","30.02","","18.64","","130","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  29123 67205 32580 71314 10295 20184 40167 83206 333 59002;","","","","","","","","","",""
"67205099999","2005-06-30T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","61","71","","","","9","72","","30.06","","18.64","","130","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  30123 67205 32580 61313 10214 20161 40179 83236 333 58013;","","","","","","","","","",""
"67205099999","2005-07-01T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","64","72","","","","9","74","CLR:00","30.12","","18.64","","200","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN086AAXX  01063 67205 32980 02014 10224 20176 40200 333 20172 50510 55071 58010 555 10000;","","","","","","","","","",""
"67205099999","2005-07-01T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","63","84","","","","9","48","","30.06","","18.64","","090","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  01123 67205 32580 30913 10290 20170 40181 83200 333 58002;","","","","","","","","","",""
"67205099999","2005-07-02T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","64","74","","","","9","71","CLR:00","30.13","","18.64","","180","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN082AAXX  02063 67205 32980 01811 10235 20180 40202 333 20175 50680 55108 58002 10000;","","","","","","","","","",""
"67205099999","2005-07-02T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","66","83","","","","9","56","","30.06","","12.43","","100","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  02123 67205 32570 61010 10285 20188 40179 83250 333 59002;","","","","","","","","","",""
"67205099999","2005-07-03T20:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","68","73","","","","9","83","CLR:00","30.13","","18.64","","150","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  03183 67205 32980 01508 10230 20200 40202 333 10300 58003;","","","","","","","","","",""
"67205099999","2005-07-04T05:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","59","62","","","","9","90","","30.09","","18.64","","200","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  04033 67205 42980 42007 10166 20150 40189 84030 333 59006;","","","","","","","","","",""
"67205099999","2005-07-04T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","60","72","","","","9","68","","30.12","","18.64","","180","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN088AAXX  04063 67205 32980 21812 10220 20158 40201 82030 333 20160 50580 55095 59006 10000;","","","","","","","","","",""
"67205099999","2005-07-05T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","61","71","","","","9","69","","30.15","","18.64","","190","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  05063 67205 32980 61918 10218 20159 40210 80005 333 20167 50730 55097 58009 555 10000;","","","","","","","","","",""
"67205099999","2005-07-06T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","","72","","","","9","","","30.18","","18.64","","200","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN086AAXX  06063 67205 32980 22015 10220 40220 80001 333 20175 50660 55097 58019 555 10000;","","","","","","","","","",""
"67205099999","2005-07-08T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","69","77","","","","9","76","","30.02","","18.64","","170","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  08063 67205 32980 71714 10250 20204 40167 8707/ 333 20223 50700 55087 59004 555 10000;","","","","","","","","","",""
"67205099999","2005-07-10T08:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","63","78","","","","9","60","","30.19","","18.64","","180","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN092AAXX  10063 67205 32580 21811 10255 20172 40225 82230 333 20204 50700 55023 58006 555 10000;","","","","","","","","","",""
"67205099999","2005-07-10T14:00:00","-11.361789","40.354875","27.12","MOCIMBOA DA PRAIA, MZ","FM-12","4","","63","83","","","","9","51","","30.15","","0.00","","110","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN064AAXX  10123 67205 32500 31113 10285 20173 40210 83200 333 58001;","","","","","","","","","",""
